id,user,tenant_id,metodoPago,fechaCreacion,fechaEntrega,fechaCancelacion,estado,repartidor,direccion_entrega,lat,lon,total,calificacion,comentario,tiempo_entrega_min
903,271,14,PESOS,2025-01-13 08:04:33.000000,2025-01-13 08:47:33,,ENTREGADO,,"Vial Emperatriz Robles 766 Puerta 1 , Zamora, 51791, Buenos Aires, Argentina",-34.665465,-58.519198,5640.58,2.0,,43.0
904,456,15,CRIPTO,2024-12-30 20:17:57.000000,2024-12-30 20:43:57,,ENTREGADO,,"Rambla de Roxana Feliu 630 Apt. 74 , Murcia, 05622, Buenos Aires, Argentina",-34.665465,-58.519198,5020.4,1.0,,26.0
905,370,18,PESOS,2025-01-16 17:35:21.000000,2025-01-16 18:27:21,,ENTREGADO,,"C. de Ruben Jáuregui 758 Piso 6 , Cuenca, 16098, Buenos Aires, Argentina",-34.665465,-58.519198,4007.55,5.0,,52.0
906,229,12,CRIPTO,2024-12-23 01:08:20.000000,,2024-12-23 01:16:20,CANCELADO,,"Cuesta Martirio Arco 4 Apt. 76 , Álava, 14907, Buenos Aires, Argentina",-34.665465,-58.519198,4735.62,,,
907,447,9,PESOS,2024-12-28 07:08:34.000000,,2024-12-28 07:17:34,CANCELADO,,"Camino Vidal Estévez 1 Puerta 3 , Valencia, 27461, Buenos Aires, Argentina",-34.665465,-58.519198,4361.9,,,
908,249,6,CRIPTO,2025-01-11 13:07:28.000000,2025-01-11 13:33:28,,ENTREGADO,,"Vial de José Ángel Godoy 117 Puerta 2 , Cádiz, 07202, Buenos Aires, Argentina",-34.665465,-58.519198,8588.49,1.0,,26.0
909,95,20,CRIPTO,2025-01-04 12:31:21.000000,2025-01-04 13:31:21,,ENTREGADO,,"Urbanización Maura Casal 4 Apt. 80 , Tarragona, 31405, Buenos Aires, Argentina",-34.665465,-58.519198,8714.46,2.0,,60.0
910,322,7,PESOS,2025-01-06 07:13:55.000000,,2025-01-06 07:23:55,CANCELADO,,"Cañada de Genoveva Osuna 9, Málaga, 03546, Buenos Aires, Argentina",-34.665465,-58.519198,5049.33,,,
911,196,20,PESOS,2025-01-13 20:33:32.000000,2025-01-13 21:58:32,,ENTREGADO,,"Vial de Hilda Barbero 74 Piso 1 , Alicante, 46452, Buenos Aires, Argentina",-34.665465,-58.519198,2228.54,4.0,,85.0
912,494,13,PESOS,2025-01-17 19:54:17.000000,2025-01-17 20:43:17,,ENTREGADO,,"Camino de Alcides Pozo 44 Puerta 5 , Huesca, 21957, Buenos Aires, Argentina",-34.665465,-58.519198,3366.99,4.0,,49.0
913,454,11,PESOS,2025-01-18 08:20:09.000000,,2025-01-18 08:26:09,CANCELADO,,"Acceso de Rodrigo Lladó 34, Ceuta, 43570, Buenos Aires, Argentina",-34.665465,-58.519198,5227.29,,,
914,477,3,PESOS,2025-01-02 06:23:27.000000,,2025-01-02 06:35:27,CANCELADO,,"Glorieta de Rosalina Goñi 6 Piso 2 , Guipúzcoa, 27467, Buenos Aires, Argentina",-34.665465,-58.519198,3191.58,,,
915,138,19,PESOS,2025-01-10 13:09:30.000000,2025-01-10 13:55:30,,ENTREGADO,,"Urbanización de Juan Luis Paniagua 44, Jaén, 37135, Buenos Aires, Argentina",-34.665465,-58.519198,3016.07,1.0,,46.0
916,101,17,PESOS,2024-12-23 20:44:51.000000,,2024-12-23 20:56:51,CANCELADO,,"Cuesta de Gastón Vergara 7, Pontevedra, 15722, Buenos Aires, Argentina",-34.665465,-58.519198,9095.4,,,
917,220,14,PESOS,2025-01-13 07:55:01.000000,2025-01-13 08:31:01,,ENTREGADO,,"Glorieta de Reynaldo Olivares 970, Zamora, 11585, Buenos Aires, Argentina",-34.665465,-58.519198,9733.65,3.0,Explicabo soluta eos fugiat distinctio deleniti.,36.0
918,165,4,CRIPTO,2025-01-10 18:25:22.000000,2025-01-10 19:12:22,,ENTREGADO,,"Avenida Ernesto Andres 13, Cádiz, 38449, Buenos Aires, Argentina",-34.665465,-58.519198,4084.06,2.0,,47.0
919,123,13,PESOS,2024-12-24 22:02:22.000000,,2024-12-24 22:16:22,CANCELADO,,"Alameda de Roldán Galiano 91 Puerta 7 , Baleares, 21212, Buenos Aires, Argentina",-34.665465,-58.519198,5259.06,,,
920,209,6,PESOS,2025-01-04 19:13:07.000000,,2025-01-04 19:26:07,CANCELADO,,"Alameda de Soledad Montenegro 86, Barcelona, 33121, Buenos Aires, Argentina",-34.665465,-58.519198,2419.05,,,
921,146,6,PESOS,2024-12-21 13:25:08.000000,,2024-12-21 13:30:08,CANCELADO,,"Paseo José María Gelabert 343 Piso 1 , La Rioja, 18438, Buenos Aires, Argentina",-34.665465,-58.519198,8412.33,,,
922,62,13,CRIPTO,2024-12-28 16:06:53.000000,,2024-12-28 16:17:53,CANCELADO,,"C. Guadalupe Rius 64, Cuenca, 03235, Buenos Aires, Argentina",-34.665465,-58.519198,8126.56,,,
923,337,11,CRIPTO,2025-01-18 20:09:17.000000,,2025-01-18 20:21:17,CANCELADO,,"Paseo de Clotilde Pi 719 Puerta 3 , Santa Cruz de Tenerife, 35148, Buenos Aires, Argentina",-34.665465,-58.519198,7466.38,,,
924,56,16,PESOS,2025-01-05 08:55:07.000000,2025-01-05 10:05:07,,ENTREGADO,,"Vial Maxi Montesinos 19 Apt. 34 , Cuenca, 45875, Buenos Aires, Argentina",-34.665465,-58.519198,4787.43,3.0,,70.0
925,223,8,CRIPTO,2025-01-02 13:46:06.000000,2025-01-02 14:38:06,,ENTREGADO,,"Cañada de Lope Múñiz 6 Puerta 4 , Huelva, 19857, Buenos Aires, Argentina",-34.665465,-58.519198,5432.79,2.0,,52.0
926,116,10,CRIPTO,2025-01-11 02:28:28.000000,,2025-01-11 02:38:28,CANCELADO,,"Paseo de Victorino Navas 77 Puerta 8 , Huelva, 05698, Buenos Aires, Argentina",-34.665465,-58.519198,4263.73,,,
927,498,11,CRIPTO,2024-12-24 02:31:15.000000,2024-12-24 03:24:15,,ENTREGADO,,"Glorieta de Primitiva Hoyos 35 Apt. 87 , Álava, 25929, Buenos Aires, Argentina",-34.665465,-58.519198,8352.05,4.0,,53.0
928,211,13,PESOS,2025-01-19 16:15:13.000000,2025-01-19 16:35:13,,ENTREGADO,,"C. Xavier Seco 7 Puerta 9 , Cádiz, 37776, Buenos Aires, Argentina",-34.665465,-58.519198,3993.25,2.0,,20.0
929,201,16,PESOS,2024-12-23 21:21:19.000000,2024-12-23 22:13:19,,ENTREGADO,,"Avenida de Maura Noguera 63, Zamora, 28683, Buenos Aires, Argentina",-34.665465,-58.519198,8050.62,3.0,,52.0
930,195,19,PESOS,2025-01-01 04:11:07.000000,2025-01-01 05:25:07,,ENTREGADO,,"Cuesta de Rosaura Salamanca 8, Almería, 13940, Buenos Aires, Argentina",-34.665465,-58.519198,3892.84,2.0,,74.0
931,128,11,PESOS,2025-01-16 16:33:53.000000,,2025-01-16 16:40:53,CANCELADO,,"Acceso Jose Manuel Camino 615 Puerta 9 , Ávila, 30765, Buenos Aires, Argentina",-34.665465,-58.519198,11182.47,,,
932,309,12,PESOS,2025-01-14 05:40:20.000000,,2025-01-14 05:47:20,CANCELADO,,"Calle de Pili Carnero 70, Cantabria, 32774, Buenos Aires, Argentina",-34.665465,-58.519198,2930.25,,,
933,433,8,CRIPTO,2025-01-02 03:23:31.000000,2025-01-02 04:15:31,,ENTREGADO,,"Glorieta Andrés Benavides 75, Cuenca, 30736, Buenos Aires, Argentina",-34.665465,-58.519198,1639.62,5.0,,52.0
934,469,4,CRIPTO,2025-01-02 07:46:28.000000,2025-01-02 08:32:28,,ENTREGADO,,"Urbanización de Angelita Huguet 73 Apt. 50 , Tarragona, 40925, Buenos Aires, Argentina",-34.665465,-58.519198,4389.21,4.0,,46.0
935,50,20,CRIPTO,2025-01-11 19:58:19.000000,,2025-01-11 20:06:19,CANCELADO,,"Paseo Chema Cisneros 4 Piso 1 , Barcelona, 10755, Buenos Aires, Argentina",-34.665465,-58.519198,3598.42,,,
936,298,15,PESOS,2025-01-05 04:44:59.000000,,2025-01-05 04:59:59,CANCELADO,,"Pasaje de Margarita Aguiló 23 Puerta 1 , Albacete, 23843, Buenos Aires, Argentina",-34.665465,-58.519198,10880.13,,,
937,322,1,PESOS,2024-12-27 18:59:14.000000,2024-12-27 19:53:14,,ENTREGADO,,"Cañada de Genoveva Osuna 9, Málaga, 03546, Buenos Aires, Argentina",-34.665465,-58.519198,6067.74,4.0,,54.0
938,482,7,PESOS,2025-01-11 05:57:47.000000,2025-01-11 06:28:47,,ENTREGADO,,"Cuesta Lucía Ródenas 91, Navarra, 32693, Buenos Aires, Argentina",-34.665465,-58.519198,4554.36,3.0,Sint eos voluptatem ex.,31.0
939,355,18,PESOS,2025-01-09 14:53:14.000000,2025-01-09 15:39:14,,ENTREGADO,,"Pasadizo de Aurora Torrent 63 Piso 7 , Guadalajara, 51065, Buenos Aires, Argentina",-34.665465,-58.519198,6130.74,2.0,,46.0
940,259,6,CRIPTO,2024-12-22 14:41:50.000000,,2024-12-22 14:50:50,CANCELADO,,"Glorieta de Clímaco Anglada 66 Apt. 98 , León, 48837, Buenos Aires, Argentina",-34.665465,-58.519198,7058.88,,,
941,108,19,PESOS,2025-01-11 01:15:12.000000,,2025-01-11 01:21:12,CANCELADO,,"C. de Ema Pedro 6 Puerta 3 , Guipúzcoa, 17114, Buenos Aires, Argentina",-34.665465,-58.519198,11094.52,,,
942,185,6,PESOS,2025-01-18 20:26:08.000000,2025-01-18 20:59:08,,ENTREGADO,,"Cañada de Gabriel Pozo 6, Baleares, 28025, Buenos Aires, Argentina",-34.665465,-58.519198,6571.37,5.0,,33.0
943,475,16,PESOS,2024-12-30 18:25:28.000000,,2024-12-30 18:39:28,CANCELADO,,"Vial Ambrosio Linares 361, Cuenca, 24111, Buenos Aires, Argentina",-34.665465,-58.519198,4454.8,,,
944,158,19,PESOS,2024-12-21 04:16:27.000000,,2024-12-21 04:30:27,CANCELADO,,"Cañada de Nydia Oliver 828, Asturias, 46936, Buenos Aires, Argentina",-34.665465,-58.519198,7975.21,,,
945,313,7,CRIPTO,2025-01-02 00:56:10.000000,2025-01-02 01:55:10,,ENTREGADO,,"Avenida Ramiro Pinedo 82, Granada, 26445, Buenos Aires, Argentina",-34.665465,-58.519198,10621.98,3.0,,59.0
946,477,19,PESOS,2024-12-23 18:41:33.000000,2024-12-23 19:50:33,,ENTREGADO,,"Glorieta de Rosalina Goñi 6 Piso 2 , Guipúzcoa, 27467, Buenos Aires, Argentina",-34.665465,-58.519198,4003.35,5.0,,69.0
947,349,14,PESOS,2024-12-22 23:34:04.000000,,2024-12-22 23:41:04,CANCELADO,,"Avenida Águeda Sanz 70 Puerta 5 , Girona, 03572, Buenos Aires, Argentina",-34.665465,-58.519198,6105.68,,,
948,471,9,CRIPTO,2025-01-12 13:07:35.000000,2025-01-12 14:21:35,,ENTREGADO,,"Vial Jacinta Gutiérrez 80 Puerta 7 , Ourense, 34453, Buenos Aires, Argentina",-34.665465,-58.519198,4491.3,2.0,,74.0
949,475,3,CRIPTO,2024-12-22 02:02:38.000000,2024-12-22 03:02:38,,ENTREGADO,,"Vial Ambrosio Linares 361, Cuenca, 24111, Buenos Aires, Argentina",-34.665465,-58.519198,8000.94,3.0,Maxime dolore quos eum nisi.,60.0
950,305,18,PESOS,2024-12-27 22:51:00.000000,2024-12-27 23:55:00,,ENTREGADO,,"Via de Julio Escalona 36 Puerta 5 , Las Palmas, 48218, Buenos Aires, Argentina",-34.665465,-58.519198,8874.0,5.0,Eveniet consequatur tenetur accusantium mollitia nemo molestiae amet.,64.0
951,105,15,PESOS,2024-12-22 20:09:02.000000,2024-12-22 20:58:02,,ENTREGADO,,"Paseo Fátima Posada 25 Apt. 78 , Granada, 01751, Buenos Aires, Argentina",-34.665465,-58.519198,9704.24,3.0,,49.0
952,334,9,PESOS,2024-12-22 08:41:25.000000,2024-12-22 09:27:25,,ENTREGADO,,"C. Raimundo Castejón 596 Puerta 2 , Vizcaya, 23020, Buenos Aires, Argentina",-34.665465,-58.519198,5381.89,3.0,,46.0
953,311,16,PESOS,2024-12-22 09:28:57.000000,,2024-12-22 09:39:57,CANCELADO,,"Glorieta Rolando Roca 94, Guipúzcoa, 34272, Buenos Aires, Argentina",-34.665465,-58.519198,5524.0,,,
954,429,11,CRIPTO,2024-12-30 02:11:00.000000,,2024-12-30 02:17:00,CANCELADO,,"C. Juan Carlos Riquelme 620 Piso 8 , Lugo, 11793, Buenos Aires, Argentina",-34.665465,-58.519198,7525.07,,,
955,256,20,PESOS,2025-01-12 09:28:26.000000,2025-01-12 10:16:26,,ENTREGADO,,"Pasaje Aránzazu Fuente 22, Girona, 18097, Buenos Aires, Argentina",-34.665465,-58.519198,3121.17,3.0,,48.0
956,416,20,PESOS,2025-01-15 19:41:53.000000,,2025-01-15 19:53:53,CANCELADO,,"Pasaje de Plinio Jover 5 Apt. 90 , Albacete, 33207, Buenos Aires, Argentina",-34.665465,-58.519198,4870.44,,,
957,41,14,PESOS,2025-01-08 01:48:34.000000,2025-01-08 02:22:34,,ENTREGADO,,"Cañada de Nuria Salas 40, Cantabria, 20397, Buenos Aires, Argentina",-34.665465,-58.519198,6539.69,5.0,,34.0
958,263,2,PESOS,2025-01-14 20:34:40.000000,,2025-01-14 20:45:40,CANCELADO,,"Calle de Maxi Calatayud 84, Melilla, 42160, Buenos Aires, Argentina",-34.665465,-58.519198,11380.55,,,
959,214,12,PESOS,2024-12-30 08:58:48.000000,,2024-12-30 09:03:48,CANCELADO,,"Calle de Beatriz Soto 97 Piso 2 , Zaragoza, 47895, Buenos Aires, Argentina",-34.665465,-58.519198,10239.97,,,
960,216,13,CRIPTO,2025-01-04 23:47:15.000000,,2025-01-04 23:57:15,CANCELADO,,"Calle de Maura Varela 48, Valladolid, 25379, Buenos Aires, Argentina",-34.665465,-58.519198,8299.73,,,
961,310,14,PESOS,2024-12-25 08:48:36.000000,2024-12-25 09:22:36,,ENTREGADO,,"Cañada Jaime Egea 540, Ceuta, 01238, Buenos Aires, Argentina",-34.665465,-58.519198,4907.68,1.0,Ipsum eveniet harum laborum.,34.0
962,500,11,PESOS,2025-01-05 12:42:50.000000,2025-01-05 13:38:50,,ENTREGADO,,"Alameda de Noé Elorza 17, Cuenca, 06873, Buenos Aires, Argentina",-34.665465,-58.519198,7525.07,5.0,,56.0
963,134,20,CRIPTO,2025-01-14 03:32:02.000000,2025-01-14 04:54:02,,ENTREGADO,,"Paseo Marciano Corominas 60, Palencia, 01452, Buenos Aires, Argentina",-34.665465,-58.519198,10667.83,5.0,,82.0
964,38,19,PESOS,2025-01-16 06:41:37.000000,,2025-01-16 06:50:37,CANCELADO,,"Via de Berto Rosell 7, Valencia, 17416, Buenos Aires, Argentina",-34.665465,-58.519198,4003.35,,,
965,74,2,PESOS,2025-01-14 06:44:36.000000,2025-01-14 07:35:36,,ENTREGADO,,"Pasadizo Alfredo Rosales 22 Apt. 51 , La Rioja, 30791, Buenos Aires, Argentina",-34.665465,-58.519198,3572.78,5.0,Ut nemo alias ut at.,51.0
966,106,15,PESOS,2024-12-29 19:30:44.000000,2024-12-29 20:05:44,,ENTREGADO,,"Vial Yésica Montero 75 Piso 6 , Ceuta, 04033, Buenos Aires, Argentina",-34.665465,-58.519198,4027.86,4.0,,35.0
967,348,1,PESOS,2024-12-26 03:15:06.000000,,2024-12-26 03:27:06,CANCELADO,,"Urbanización Demetrio Perera 40, Valladolid, 25626, Buenos Aires, Argentina",-34.665465,-58.519198,6771.7,,,
968,141,8,PESOS,2025-01-10 13:33:38.000000,2025-01-10 14:35:38,,ENTREGADO,,"C. de Cayetana Lozano 50 Piso 2 , Zaragoza, 51868, Buenos Aires, Argentina",-34.665465,-58.519198,7026.35,4.0,Eius esse vitae dolores incidunt voluptas.,62.0
969,399,4,PESOS,2024-12-24 20:46:24.000000,,2024-12-24 20:57:24,CANCELADO,,"Urbanización Adriana Montaña 7, Valencia, 31356, Buenos Aires, Argentina",-34.665465,-58.519198,6565.03,,,
970,103,19,PESOS,2025-01-06 17:27:50.000000,2025-01-06 18:15:50,,ENTREGADO,,"Urbanización Leire Juliá 65 Piso 7 , Barcelona, 25146, Buenos Aires, Argentina",-34.665465,-58.519198,2242.54,2.0,Perspiciatis vero reiciendis voluptates dolorum.,48.0
971,130,1,PESOS,2025-01-04 09:24:01.000000,,2025-01-04 09:33:01,CANCELADO,,"Pasaje de Yésica Robles 36, Pontevedra, 13027, Buenos Aires, Argentina",-34.665465,-58.519198,1206.94,,,
972,7,20,CRIPTO,2024-12-29 06:17:28.000000,2024-12-29 07:07:28,,ENTREGADO,,"Rambla Estefanía Lobo 522 Apt. 25 , Granada, 13454, Buenos Aires, Argentina",-34.665465,-58.519198,7777.43,3.0,Blanditiis tempora doloremque totam.,50.0
973,357,8,PESOS,2024-12-25 06:47:13.000000,,2024-12-25 07:02:13,CANCELADO,,"Acceso de Quique Grande 86, Cuenca, 02084, Buenos Aires, Argentina",-34.665465,-58.519198,3532.64,,,
974,76,7,PESOS,2025-01-07 11:36:29.000000,2025-01-07 12:19:29,,ENTREGADO,,"Pasaje de Jacobo Guardiola 34 Piso 1 , Navarra, 20304, Buenos Aires, Argentina",-34.665465,-58.519198,5487.29,3.0,,43.0
975,320,10,PESOS,2024-12-30 06:22:53.000000,,2024-12-30 06:36:53,CANCELADO,,"Vial Melania Sáenz 29 Puerta 6 , Melilla, 32377, Buenos Aires, Argentina",-34.665465,-58.519198,3587.52,,,
976,143,16,PESOS,2024-12-22 12:36:07.000000,2024-12-22 13:14:07,,ENTREGADO,,"Ronda Lupe Vargas 69 Piso 7 , La Rioja, 10500, Buenos Aires, Argentina",-34.665465,-58.519198,6043.41,3.0,,38.0
977,218,3,CRIPTO,2025-01-14 02:30:10.000000,2025-01-14 03:14:10,,ENTREGADO,,"Urbanización Yéssica Chico 99, Santa Cruz de Tenerife, 10491, Buenos Aires, Argentina",-34.665465,-58.519198,1008.07,3.0,Laboriosam doloribus perferendis delectus.,44.0
978,483,5,PESOS,2025-01-18 21:02:20.000000,2025-01-18 21:27:20,,ENTREGADO,,"Via Asunción Durán 86, Baleares, 19234, Buenos Aires, Argentina",-34.665465,-58.519198,8999.17,1.0,,25.0
979,258,8,PESOS,2024-12-28 04:46:24.000000,,2024-12-28 04:59:24,CANCELADO,,"Ronda Feliciana Perez 204, Córdoba, 46399, Buenos Aires, Argentina",-34.665465,-58.519198,8526.96,,,
980,34,14,CRIPTO,2024-12-22 07:00:23.000000,,2024-12-22 07:14:23,CANCELADO,,"Alameda Albano Mendizábal 9, Álava, 12745, Buenos Aires, Argentina",-34.665465,-58.519198,4962.06,,,
981,398,9,PESOS,2024-12-26 05:09:42.000000,2024-12-26 06:31:42,,ENTREGADO,,"Urbanización de Alejandro Izquierdo 93, Málaga, 45360, Buenos Aires, Argentina",-34.665465,-58.519198,7210.31,2.0,Vitae quae molestias.,82.0
982,405,8,PESOS,2024-12-22 08:58:42.000000,,2024-12-22 09:06:42,CANCELADO,,"C. Araceli Fernandez 34 Piso 9 , Alicante, 43924, Buenos Aires, Argentina",-34.665465,-58.519198,3018.18,,,
983,482,13,PESOS,2024-12-23 15:42:02.000000,2024-12-23 16:31:02,,ENTREGADO,,"Cuesta Lucía Ródenas 91, Navarra, 32693, Buenos Aires, Argentina",-34.665465,-58.519198,7368.41,1.0,,49.0
984,124,5,PESOS,2025-01-07 03:19:37.000000,2025-01-07 04:09:37,,ENTREGADO,,"Urbanización Miguela Bayón 10 Apt. 44 , Guadalajara, 42600, Buenos Aires, Argentina",-34.665465,-58.519198,4197.81,3.0,,50.0
985,229,10,PESOS,2024-12-23 02:21:48.000000,2024-12-23 02:58:48,,ENTREGADO,,"Cuesta Martirio Arco 4 Apt. 76 , Álava, 14907, Buenos Aires, Argentina",-34.665465,-58.519198,2620.01,3.0,,37.0
986,330,14,CRIPTO,2025-01-09 06:49:30.000000,2025-01-09 07:10:30,,ENTREGADO,,"Cuesta Perlita Benavent 13 Puerta 0 , Las Palmas, 36563, Buenos Aires, Argentina",-34.665465,-58.519198,4907.68,2.0,,21.0
987,142,10,CRIPTO,2024-12-22 15:45:10.000000,,2024-12-22 16:00:10,CANCELADO,,"C. Ángela Barrera 255 Puerta 1 , Zaragoza, 15432, Buenos Aires, Argentina",-34.665465,-58.519198,4263.73,,,
988,385,18,PESOS,2025-01-08 02:39:18.000000,,2025-01-08 02:53:18,CANCELADO,,"Glorieta Olalla Rueda 259, Valladolid, 12299, Buenos Aires, Argentina",-34.665465,-58.519198,4399.36,,,
989,362,5,CRIPTO,2025-01-01 22:14:09.000000,2025-01-01 22:47:09,,ENTREGADO,,"Glorieta de Brunilda Perelló 95, Cádiz, 24110, Buenos Aires, Argentina",-34.665465,-58.519198,10621.46,4.0,,33.0
990,316,18,PESOS,2025-01-02 12:27:22.000000,2025-01-02 13:09:22,,ENTREGADO,,"Paseo Teo Guerrero 794 Puerta 1 , La Coruña, 02578, Buenos Aires, Argentina",-34.665465,-58.519198,7626.73,3.0,,42.0
991,488,6,CRIPTO,2025-01-03 23:47:28.000000,2025-01-04 00:20:28,,ENTREGADO,,"Cuesta Apolinar Cuervo 69 Apt. 26 , Valencia, 39916, Buenos Aires, Argentina",-34.665465,-58.519198,6388.2,1.0,,33.0
992,148,14,CRIPTO,2024-12-21 16:35:58.000000,,2024-12-21 16:47:58,CANCELADO,,"Glorieta de Tomás Chacón 45, León, 37274, Buenos Aires, Argentina",-34.665465,-58.519198,7941.73,,,
993,7,4,CRIPTO,2024-12-25 19:05:48.000000,2024-12-25 20:01:48,,ENTREGADO,,"Rambla Estefanía Lobo 522 Apt. 25 , Granada, 13454, Buenos Aires, Argentina",-34.665465,-58.519198,9903.61,1.0,,56.0
994,354,5,PESOS,2025-01-03 16:12:14.000000,,2025-01-03 16:17:14,CANCELADO,,"Paseo Isaura Mayol 800, Girona, 21084, Buenos Aires, Argentina",-34.665465,-58.519198,4238.21,,,
995,231,18,PESOS,2025-01-12 16:49:14.000000,2025-01-12 17:41:14,,ENTREGADO,,"Pasadizo Flavio Gallo 6, Álava, 24149, Buenos Aires, Argentina",-34.665465,-58.519198,9123.31,4.0,,52.0
996,266,18,CRIPTO,2024-12-23 05:09:52.000000,2024-12-23 05:54:52,,ENTREGADO,,"Acceso de Pastora Girona 4 Apt. 48 , Valencia, 14405, Buenos Aires, Argentina",-34.665465,-58.519198,3170.41,2.0,,45.0
997,200,13,PESOS,2025-01-18 18:26:18.000000,2025-01-18 19:13:18,,ENTREGADO,,"Avenida Josep Jódar 18, Ourense, 21716, Buenos Aires, Argentina",-34.665465,-58.519198,8625.73,2.0,,47.0
998,297,15,CRIPTO,2025-01-06 20:53:35.000000,,2025-01-06 21:06:35,CANCELADO,,"Paseo de Abigaíl Miranda 52 Apt. 80 , Huelva, 01032, Buenos Aires, Argentina",-34.665465,-58.519198,5158.38,,,
999,368,17,PESOS,2025-01-01 21:09:48.000000,2025-01-01 22:12:48,,ENTREGADO,,"Acceso de Che Llorente 12 Apt. 31 , Málaga, 08979, Buenos Aires, Argentina",-34.665465,-58.519198,1022.79,1.0,,63.0
1000,198,3,PESOS,2025-01-13 20:59:27.000000,2025-01-13 21:59:27,,ENTREGADO,,"C. María Del Carmen Sacristán 15, Castellón, 04947, Buenos Aires, Argentina",-34.665465,-58.519198,5817.43,2.0,,60.0
1001,416,11,PESOS,2025-01-25 01:44:40.000000,2025-01-25 02:22:40,,ENTREGADO,,"Pasaje de Plinio Jover 5 Apt. 90 , Albacete, 33207, Buenos Aires, Argentina",-34.665465,-58.519198,3429.75,4.0,Officiis reiciendis iusto.,38.0
1002,66,8,PESOS,2025-02-09 07:07:04.000000,2025-02-09 07:49:04,,ENTREGADO,,"Callejón Celia Naranjo 2, Sevilla, 40447, Buenos Aires, Argentina",-34.665465,-58.519198,4180.25,3.0,,42.0
1003,240,8,PESOS,2025-01-31 20:30:27.000000,2025-01-31 21:14:27,,ENTREGADO,,"C. de Ascensión Poza 4, Málaga, 39475, Buenos Aires, Argentina",-34.665465,-58.519198,7563.14,3.0,Nam temporibus consequatur minus mollitia impedit aspernatur.,44.0
1004,404,18,CRIPTO,2025-01-27 22:53:44.000000,2025-01-27 23:49:44,,ENTREGADO,,"Ronda Erasmo Amador 7, Burgos, 17520, Buenos Aires, Argentina",-34.665465,-58.519198,3170.41,2.0,,56.0
1005,226,12,CRIPTO,2025-02-06 09:56:03.000000,,2025-02-06 10:03:03,CANCELADO,,"Cañada de Sandalio Barrena 36, Álava, 36295, Buenos Aires, Argentina",-34.665465,-58.519198,8626.07,,,
1006,51,3,CRIPTO,2025-01-26 11:34:06.000000,2025-01-26 12:21:06,,ENTREGADO,,"Paseo Jose Angel Heredia 97 Apt. 30 , Castellón, 12868, Buenos Aires, Argentina",-34.665465,-58.519198,1518.77,2.0,,47.0
1007,355,17,PESOS,2025-01-29 17:48:16.000000,2025-01-29 18:34:16,,ENTREGADO,,"Pasadizo de Aurora Torrent 63 Piso 7 , Guadalajara, 51065, Buenos Aires, Argentina",-34.665465,-58.519198,6620.86,4.0,,46.0
1008,79,16,CRIPTO,2025-02-08 18:33:23.000000,,2025-02-08 18:48:23,CANCELADO,,"Cuesta Ema Armengol 54 Puerta 6 , Navarra, 02057, Buenos Aires, Argentina",-34.665465,-58.519198,879.42,,,
1009,111,5,PESOS,2025-02-15 02:33:55.000000,2025-02-15 02:59:55,,ENTREGADO,,"Glorieta Jose Miguel Planas 9, Barcelona, 43746, Buenos Aires, Argentina",-34.665465,-58.519198,4973.43,1.0,,26.0
1010,301,3,PESOS,2025-02-12 18:19:39.000000,2025-02-12 19:17:39,,ENTREGADO,,"Pasaje Danilo Robledo 30, Barcelona, 10670, Buenos Aires, Argentina",-34.665465,-58.519198,4094.34,3.0,Debitis tempore nemo vero facere iste alias.,58.0
1011,452,14,PESOS,2025-01-28 14:56:27.000000,2025-01-28 15:35:27,,ENTREGADO,,"Plaza de Carmina Merino 386 Apt. 43 , Zamora, 10397, Buenos Aires, Argentina",-34.665465,-58.519198,3556.73,2.0,,39.0
1012,443,16,PESOS,2025-02-17 08:16:52.000000,,2025-02-17 08:21:52,CANCELADO,,"Calle Luís Fabra 20 Piso 5 , Ourense, 45949, Buenos Aires, Argentina",-34.665465,-58.519198,3655.07,,,
1013,141,4,PESOS,2025-02-05 14:44:46.000000,,2025-02-05 14:53:46,CANCELADO,,"C. de Cayetana Lozano 50 Piso 2 , Zaragoza, 51868, Buenos Aires, Argentina",-34.665465,-58.519198,11830.0,,,
1014,127,12,PESOS,2025-02-14 04:21:28.000000,2025-02-14 04:57:28,,ENTREGADO,,"Plaza de Fulgencio Cuervo 50, Lleida, 38324, Buenos Aires, Argentina",-34.665465,-58.519198,8942.34,3.0,,36.0
1015,328,19,PESOS,2025-01-22 23:22:50.000000,2025-01-23 00:02:50,,ENTREGADO,,"Vial Julie Salinas 58 Puerta 7 , Soria, 30388, Buenos Aires, Argentina",-34.665465,-58.519198,4589.11,3.0,Quas provident repudiandae culpa praesentium magnam.,40.0
1016,408,4,PESOS,2025-02-05 21:28:10.000000,2025-02-05 22:36:10,,ENTREGADO,,"Glorieta Angelino Girona 49 Puerta 9 , Pontevedra, 48001, Buenos Aires, Argentina",-34.665465,-58.519198,7494.22,3.0,Iure consequatur recusandae facere rem.,68.0
1017,38,4,CRIPTO,2025-02-19 10:55:48.000000,,2025-02-19 11:01:48,CANCELADO,,"Via de Berto Rosell 7, Valencia, 17416, Buenos Aires, Argentina",-34.665465,-58.519198,11433.49,,,
