pedido_id,user,tenant_id,metodoPago,fechaCreacion,fechaEntrega,fechaCancelacion,estado,repartidor,direccion_entrega,lat,lon,total,calificacion,comentario,tiempo_entrega_min,tiempo_preparacion_min
243,390,15,PESOS,2024-12-31 15:37:53.000000,,2024-12-31 15:45:53,cancelado,,"Avenida de Carlota Sevilla 82, Guadalajara, 03168, Buenos Aires, Argentina",-34.665465,-58.519198,3835.32,,,,
244,348,2,PESOS,2025-01-15 12:36:32.000000,,2025-01-15 12:48:32,cancelado,,"Urbanización Demetrio Perera 40, Valladolid, 25626, Buenos Aires, Argentina",-34.665465,-58.519198,7914.55,,,,
245,74,13,PESOS,2025-01-14 05:26:49.000000,2025-01-14 06:15:49,,completado,,"Pasadizo Alfredo Rosales 22 Apt. 51 , La Rioja, 30791, Buenos Aires, Argentina",-34.665465,-58.519198,3366.99,3.0,,49.0,28.0
246,447,2,PESOS,2025-01-07 15:33:15.000000,2025-01-07 16:03:15,,completado,,"Camino Vidal Estévez 1 Puerta 3 , Valencia, 27461, Buenos Aires, Argentina",-34.665465,-58.519198,1354.11,5.0,,30.0,8.0
247,119,7,CRIPTO,2025-01-12 09:03:59.000000,2025-01-12 09:52:59,,completado,,"C. Francisco Quintanilla 40 Apt. 45 , Castellón, 40933, Buenos Aires, Argentina",-34.665465,-58.519198,3979.05,1.0,Provident fuga nemo minus consectetur velit.,49.0,22.0
248,208,3,CRIPTO,2025-01-01 23:10:13.000000,,2025-01-01 23:18:13,cancelado,,"Urbanización Gisela Viña 75, Lleida, 46427, Buenos Aires, Argentina",-34.665465,-58.519198,3120.17,,,,
249,105,20,CRIPTO,2025-01-15 20:26:59.000000,,2025-01-15 20:38:59,cancelado,,"Paseo Fátima Posada 25 Apt. 78 , Granada, 01751, Buenos Aires, Argentina",-34.665465,-58.519198,6485.92,,,,
250,456,9,PESOS,2025-01-09 18:26:59.000000,,2025-01-09 18:41:59,cancelado,,"Rambla de Roxana Feliu 630 Apt. 74 , Murcia, 05622, Buenos Aires, Argentina",-34.665465,-58.519198,3127.27,,,,
251,219,14,PESOS,2025-01-05 21:11:35.000000,2025-01-05 21:56:35,,completado,,"Acceso Eusebio Ricart 55 Piso 6 , Toledo, 48339, Buenos Aires, Argentina",-34.665465,-58.519198,7334.64,5.0,,45.0,19.0
252,217,13,CRIPTO,2025-01-05 08:38:40.000000,2025-01-05 09:27:40,,completado,,"Cañada de Rafa Armengol 94, Guipúzcoa, 29261, Buenos Aires, Argentina",-34.665465,-58.519198,3964.57,4.0,,49.0,19.0
253,102,10,CRIPTO,2025-01-18 20:49:13.000000,,2025-01-18 20:55:13,cancelado,,"Vial Aarón Sainz 60, Zaragoza, 40395, Buenos Aires, Argentina",-34.665465,-58.519198,2912.78,,,,
254,20,2,PESOS,2024-12-23 15:34:43.000000,2024-12-23 16:44:43,,completado,,"Glorieta de Berto Portillo 21 Puerta 6 , Valencia, 27364, Buenos Aires, Argentina",-34.665465,-58.519198,8576.95,4.0,,70.0,46.0
255,172,6,PESOS,2025-01-15 14:37:26.000000,2025-01-15 15:24:26,,completado,,"Camino de Daniela Piñol 47, Zaragoza, 39136, Buenos Aires, Argentina",-34.665465,-58.519198,4869.7,4.0,,47.0,25.0
256,262,20,PESOS,2024-12-21 04:00:21.000000,2024-12-21 04:55:21,,completado,,"C. de Onofre Ribas 190 Apt. 97 , Zaragoza, 43787, Buenos Aires, Argentina",-34.665465,-58.519198,2641.9,2.0,,55.0,44.0
257,13,2,CRIPTO,2024-12-26 01:40:08.000000,,2024-12-26 01:53:08,cancelado,,"Avenida Jenny Ochoa 10 Apt. 57 , Burgos, 46875, Buenos Aires, Argentina",-34.665465,-58.519198,8044.87,,,,
258,195,6,CRIPTO,2025-01-09 10:14:40.000000,,2025-01-09 10:20:40,cancelado,,"Cuesta de Rosaura Salamanca 8, Almería, 13940, Buenos Aires, Argentina",-34.665465,-58.519198,8477.18,,,,
259,254,4,CRIPTO,2025-01-17 23:37:15.000000,,2025-01-17 23:46:15,cancelado,,"Paseo de Zoraida Maestre 35 Puerta 8 , Granada, 02668, Buenos Aires, Argentina",-34.665465,-58.519198,4440.97,,,,
260,26,20,PESOS,2025-01-15 11:23:54.000000,2025-01-15 12:06:54,,completado,,"Calle Emigdio Pont 26 Apt. 01 , León, 35724, Buenos Aires, Argentina",-34.665465,-58.519198,4658.28,3.0,,43.0,23.0
261,172,9,CRIPTO,2025-01-19 08:40:43.000000,,2025-01-19 08:54:43,cancelado,,"Camino de Daniela Piñol 47, Zaragoza, 39136, Buenos Aires, Argentina",-34.665465,-58.519198,9038.79,,,,
262,186,11,CRIPTO,2025-01-18 18:24:06.000000,,2025-01-18 18:39:06,cancelado,,"Cuesta de Teófilo Donaire 25 Puerta 2 , Toledo, 38262, Buenos Aires, Argentina",-34.665465,-58.519198,3418.45,,,,
263,155,12,PESOS,2024-12-26 13:25:35.000000,2024-12-26 14:44:35,,completado,,"Cuesta de José Antonio Sotelo 19, Palencia, 51520, Buenos Aires, Argentina",-34.665465,-58.519198,10631.06,2.0,Aliquid dolor aspernatur consectetur neque numquam.,79.0,58.0
264,40,4,PESOS,2025-01-06 13:31:50.000000,,2025-01-06 13:40:50,cancelado,,"Camino Susana Fábregas 356, Cuenca, 08512, Buenos Aires, Argentina",-34.665465,-58.519198,8197.23,,,,
265,265,2,PESOS,2024-12-24 16:21:08.000000,2024-12-24 17:06:08,,completado,,"Plaza de Ignacia Castelló 69, Teruel, 46756, Buenos Aires, Argentina",-34.665465,-58.519198,2910.38,3.0,,45.0,33.0
266,209,15,PESOS,2025-01-02 04:54:04.000000,2025-01-02 05:19:04,,completado,,"Alameda de Soledad Montenegro 86, Barcelona, 33121, Buenos Aires, Argentina",-34.665465,-58.519198,8214.17,5.0,Labore mollitia nihil harum rerum.,25.0,10.0
267,402,15,CRIPTO,2025-01-14 03:25:46.000000,2025-01-14 04:11:46,,completado,,"Acceso de Vilma Manzanares 10 Apt. 91 , La Rioja, 27178, Buenos Aires, Argentina",-34.665465,-58.519198,2902.59,3.0,,46.0,30.0
268,490,16,PESOS,2024-12-23 16:27:42.000000,2024-12-23 17:30:42,,completado,,"Acceso Conrado Solé 71, Toledo, 31829, Buenos Aires, Argentina",-34.665465,-58.519198,1868.93,2.0,,63.0,37.0
269,235,6,PESOS,2024-12-21 00:43:21.000000,,2024-12-21 00:57:21,cancelado,,"Paseo de Selena Escamilla 90, Murcia, 41928, Buenos Aires, Argentina",-34.665465,-58.519198,3363.29,,,,
270,2,20,PESOS,2025-01-15 00:16:33.000000,2025-01-15 01:22:33,,completado,,"Vial Cintia Bellido 40 Apt. 02 , Murcia, 05703, Buenos Aires, Argentina",-34.665465,-58.519198,2641.9,4.0,,66.0,46.0
271,384,9,PESOS,2024-12-31 23:29:58.000000,2025-01-01 00:48:58,,completado,,"Camino Inocencio Barceló 91 Puerta 1 , Vizcaya, 33088, Buenos Aires, Argentina",-34.665465,-58.519198,1234.63,5.0,,79.0,63.0
272,428,20,CRIPTO,2025-01-10 23:00:40.000000,2025-01-11 00:02:40,,completado,,"Pasadizo René Clavero 2 Puerta 3 , Toledo, 14980, Buenos Aires, Argentina",-34.665465,-58.519198,11896.88,3.0,,62.0,34.0
273,458,10,PESOS,2024-12-22 14:45:21.000000,,2024-12-22 14:52:21,cancelado,,"Cuesta de Leyre Roura 852, Las Palmas, 44683, Buenos Aires, Argentina",-34.665465,-58.519198,6703.68,,,,
274,258,13,CRIPTO,2024-12-29 19:43:43.000000,2024-12-29 20:10:43,,completado,,"Ronda Feliciana Perez 204, Córdoba, 46399, Buenos Aires, Argentina",-34.665465,-58.519198,10799.68,5.0,,27.0,11.0
275,285,7,PESOS,2025-01-02 01:47:15.000000,2025-01-02 02:25:15,,completado,,"Alameda de Pancho Maldonado 92, Burgos, 35317, Buenos Aires, Argentina",-34.665465,-58.519198,3059.99,5.0,Provident commodi accusantium a.,38.0,10.0
276,128,4,CRIPTO,2025-01-02 13:25:48.000000,2025-01-02 14:12:48,,completado,,"Acceso Jose Manuel Camino 615 Puerta 9 , Ávila, 30765, Buenos Aires, Argentina",-34.665465,-58.519198,5064.46,3.0,,47.0,23.0
277,107,13,CRIPTO,2025-01-06 06:31:39.000000,2025-01-06 07:14:39,,completado,,"Acceso Nydia Aguiló 158, Vizcaya, 38345, Buenos Aires, Argentina",-34.665465,-58.519198,4001.42,4.0,,43.0,28.0
278,60,9,CRIPTO,2024-12-23 06:01:43.000000,2024-12-23 06:46:43,,completado,,"Paseo Mar Muñoz 83, Murcia, 39051, Buenos Aires, Argentina",-34.665465,-58.519198,2440.98,5.0,,45.0,33.0
279,253,3,PESOS,2024-12-20 20:19:00.000000,2024-12-20 20:54:00,,completado,,"Pasadizo de Chucho Calatayud 99 Apt. 43 , Ourense, 11439, Buenos Aires, Argentina",-34.665465,-58.519198,6328.13,1.0,,35.0,8.0
280,294,14,CRIPTO,2025-01-16 07:45:54.000000,,2025-01-16 08:00:54,cancelado,,"Via de Apolonia Bermudez 9 Piso 8 , Vizcaya, 43130, Buenos Aires, Argentina",-34.665465,-58.519198,1181.01,,,,
281,438,7,PESOS,2024-12-24 15:04:16.000000,2024-12-24 16:02:16,,completado,,"Cañada Evaristo Lamas 10 Puerta 1 , Navarra, 40640, Buenos Aires, Argentina",-34.665465,-58.519198,4554.36,1.0,Error soluta quia voluptatum repellendus.,58.0,47.0
282,268,3,PESOS,2025-01-18 18:07:41.000000,,2025-01-18 18:12:41,cancelado,,"Cañada Merche Canet 89 Apt. 20 , Tarragona, 12223, Buenos Aires, Argentina",-34.665465,-58.519198,3191.58,,,,
283,26,8,PESOS,2025-01-03 02:29:41.000000,2025-01-03 03:43:41,,completado,,"Calle Emigdio Pont 26 Apt. 01 , León, 35724, Buenos Aires, Argentina",-34.665465,-58.519198,9634.22,5.0,,74.0,45.0
284,68,8,PESOS,2025-01-06 03:00:24.000000,2025-01-06 03:43:24,,completado,,"Via de Chita Ribes 58 Piso 5 , Segovia, 17814, Buenos Aires, Argentina",-34.665465,-58.519198,5231.5,4.0,Tempore iste tenetur distinctio.,43.0,17.0
285,457,19,PESOS,2025-01-17 16:18:57.000000,2025-01-17 17:20:57,,completado,,"Calle de Sandalio Sandoval 621 Apt. 97 , Álava, 06926, Buenos Aires, Argentina",-34.665465,-58.519198,6214.4,3.0,Asperiores delectus iure nostrum est tempora placeat vero.,62.0,34.0
286,177,3,PESOS,2024-12-24 20:40:57.000000,,2024-12-24 20:50:57,cancelado,,"Vial de Nazaret Hidalgo 74, Murcia, 50550, Buenos Aires, Argentina",-34.665465,-58.519198,3304.22,,,,
287,11,17,CRIPTO,2025-01-09 21:50:15.000000,2025-01-09 22:43:15,,completado,,"Vial Flora Aragonés 7 Apt. 44 , Valencia, 32136, Buenos Aires, Argentina",-34.665465,-58.519198,2913.72,5.0,,53.0,31.0
288,275,7,PESOS,2025-01-05 09:11:10.000000,,2025-01-05 09:17:10,cancelado,,"Pasaje de Visitación Núñez 8, Guadalajara, 18655, Buenos Aires, Argentina",-34.665465,-58.519198,6203.63,,,,
289,288,17,PESOS,2024-12-21 22:35:11.000000,,2024-12-21 22:46:11,cancelado,,"Plaza Reyna Bárcena 29 Apt. 33 , Navarra, 22577, Buenos Aires, Argentina",-34.665465,-58.519198,2615.56,,,,
290,34,17,PESOS,2024-12-31 02:59:54.000000,,2024-12-31 03:08:54,cancelado,,"Alameda Albano Mendizábal 9, Álava, 12745, Buenos Aires, Argentina",-34.665465,-58.519198,3638.35,,,,
291,228,7,PESOS,2025-01-01 02:11:41.000000,2025-01-01 02:46:41,,completado,,"Ronda de Sandalio Trillo 349 Puerta 3 , Murcia, 38195, Buenos Aires, Argentina",-34.665465,-58.519198,5310.9,1.0,Nihil exercitationem placeat est ipsa deleniti.,35.0,20.0
292,471,9,PESOS,2025-01-17 17:19:09.000000,2025-01-17 18:39:09,,completado,,"Vial Jacinta Gutiérrez 80 Puerta 7 , Ourense, 34453, Buenos Aires, Argentina",-34.665465,-58.519198,8201.33,3.0,,80.0,50.0
293,165,18,PESOS,2025-01-16 07:38:54.000000,,2025-01-16 07:53:54,cancelado,,"Avenida Ernesto Andres 13, Cádiz, 38449, Buenos Aires, Argentina",-34.665465,-58.519198,4007.55,,,,
294,444,14,CRIPTO,2025-01-04 22:48:54.000000,2025-01-04 23:24:54,,completado,,"C. de Encarnacion Molins 8 Puerta 1 , Salamanca, 37799, Buenos Aires, Argentina",-34.665465,-58.519198,3726.67,5.0,,36.0,17.0
295,407,18,PESOS,2025-01-07 07:36:25.000000,2025-01-07 08:24:25,,completado,,"Vial de Eli Casals 97, León, 19319, Buenos Aires, Argentina",-34.665465,-58.519198,3848.03,4.0,,48.0,30.0
296,464,6,PESOS,2025-01-17 19:06:53.000000,,2025-01-17 19:14:53,cancelado,,"Pasaje de Amada Roig 798, Córdoba, 27311, Buenos Aires, Argentina",-34.665465,-58.519198,1213.74,,,,
297,35,9,PESOS,2025-01-10 17:09:29.000000,,2025-01-10 17:14:29,cancelado,,"Rambla Melchor Lozano 83 Piso 2 , Salamanca, 34924, Buenos Aires, Argentina",-34.665465,-58.519198,3063.05,,,,
298,322,2,PESOS,2024-12-30 15:03:42.000000,,2024-12-30 15:16:42,cancelado,,"Cañada de Genoveva Osuna 9, Málaga, 03546, Buenos Aires, Argentina",-34.665465,-58.519198,4394.81,,,,
299,200,20,PESOS,2024-12-22 08:13:09.000000,,2024-12-22 08:25:09,cancelado,,"Avenida Josep Jódar 18, Ourense, 21716, Buenos Aires, Argentina",-34.665465,-58.519198,7728.37,,,,
300,399,18,PESOS,2025-01-06 14:50:24.000000,,2025-01-06 14:55:24,cancelado,,"Urbanización Adriana Montaña 7, Valencia, 31356, Buenos Aires, Argentina",-34.665465,-58.519198,7177.96,,,,
301,14,4,PESOS,2025-01-18 11:16:11.000000,2025-01-18 12:34:11,,completado,,"Pasaje de Paulino Cuéllar 93, Ciudad, 11169, Buenos Aires, Argentina",-34.665465,-58.519198,3344.81,2.0,Sit ea dolor molestias consequuntur maiores temporibus.,78.0,67.0
302,353,2,PESOS,2025-01-19 07:07:40.000000,,2025-01-19 07:21:40,cancelado,,"Cañada de Manu Gómez 77 Puerta 3 , Almería, 49999, Buenos Aires, Argentina",-34.665465,-58.519198,2910.38,,,,
303,249,2,CRIPTO,2025-01-15 18:34:02.000000,,2025-01-15 18:44:02,cancelado,,"Vial de José Ángel Godoy 117 Puerta 2 , Cádiz, 07202, Buenos Aires, Argentina",-34.665465,-58.519198,7813.61,,,,
304,115,15,PESOS,2025-01-10 02:22:39.000000,2025-01-10 02:51:39,,completado,,"Camino Xavier Valera 2 Piso 0 , Huelva, 33847, Buenos Aires, Argentina",-34.665465,-58.519198,3248.33,5.0,,29.0,13.0
305,13,8,PESOS,2024-12-31 07:14:25.000000,2024-12-31 07:56:25,,completado,,"Avenida Jenny Ochoa 10 Apt. 57 , Burgos, 46875, Buenos Aires, Argentina",-34.665465,-58.519198,4346.71,5.0,,42.0,18.0
306,250,8,PESOS,2025-01-01 04:47:37.000000,,2025-01-01 04:56:37,cancelado,,"Urbanización Gabriel Bayo 99 Piso 6 , Salamanca, 46563, Buenos Aires, Argentina",-34.665465,-58.519198,6314.35,,,,
307,132,19,PESOS,2025-01-08 05:01:32.000000,2025-01-08 05:57:32,,completado,,"Urbanización Leire Ugarte 6, Burgos, 44901, Buenos Aires, Argentina",-34.665465,-58.519198,1960.29,1.0,,56.0,27.0
308,393,5,PESOS,2025-01-04 18:14:12.000000,2025-01-04 18:44:12,,completado,,"Urbanización Gala Cánovas 64, Vizcaya, 08788, Buenos Aires, Argentina",-34.665465,-58.519198,8158.53,3.0,,30.0,17.0
309,384,15,CRIPTO,2024-12-23 06:46:43.000000,,2024-12-23 06:52:43,cancelado,,"Camino Inocencio Barceló 91 Puerta 1 , Vizcaya, 33088, Buenos Aires, Argentina",-34.665465,-58.519198,6737.91,,,,
310,224,9,CRIPTO,2025-01-02 08:01:00.000000,,2025-01-02 08:16:00,cancelado,,"C. de Aurora Laguna 49, Las Palmas, 08298, Buenos Aires, Argentina",-34.665465,-58.519198,5818.06,,,,
311,419,2,PESOS,2024-12-24 06:11:08.000000,,2024-12-24 06:21:08,cancelado,,"Paseo de Armando Tur 22 Apt. 15 , Madrid, 37705, Buenos Aires, Argentina",-34.665465,-58.519198,8659.3,,,,
312,257,11,PESOS,2025-01-19 11:54:24.000000,2025-01-19 12:52:24,,completado,,"Rambla de Alex Palmer 63, Huesca, 03341, Buenos Aires, Argentina",-34.665465,-58.519198,3349.22,4.0,,58.0,38.0
313,48,12,CRIPTO,2025-01-09 05:26:28.000000,,2025-01-09 05:36:28,cancelado,,"Cañada Marisa Carbó 49, Huelva, 40905, Buenos Aires, Argentina",-34.665465,-58.519198,4984.67,,,,
314,101,9,CRIPTO,2024-12-22 09:45:14.000000,,2024-12-22 09:50:14,cancelado,,"Cuesta de Gastón Vergara 7, Pontevedra, 15722, Buenos Aires, Argentina",-34.665465,-58.519198,4741.11,,,,
315,259,14,PESOS,2024-12-31 14:20:23.000000,2024-12-31 14:48:23,,completado,,"Glorieta de Clímaco Anglada 66 Apt. 98 , León, 48837, Buenos Aires, Argentina",-34.665465,-58.519198,4216.62,1.0,Vel quos exercitationem sapiente officia.,28.0,15.0
316,97,16,PESOS,2025-01-03 03:42:01.000000,,2025-01-03 03:52:01,cancelado,,"Callejón de Violeta Sánchez 88, Santa Cruz de Tenerife, 48165, Buenos Aires, Argentina",-34.665465,-58.519198,3139.57,,,,
317,19,1,CRIPTO,2025-01-03 10:00:25.000000,2025-01-03 10:48:25,,completado,,"Urbanización Jacinta Mascaró 45 Piso 5 , Castellón, 47731, Buenos Aires, Argentina",-34.665465,-58.519198,1454.3,5.0,Tempore quo laboriosam veritatis incidunt.,48.0,30.0
318,391,15,PESOS,2025-01-18 20:32:13.000000,2025-01-18 21:17:13,,completado,,"Pasadizo de Jimena Lasa 27 Apt. 52 , La Coruña, 04552, Buenos Aires, Argentina",-34.665465,-58.519198,5607.39,1.0,Quia autem repudiandae commodi beatae ut dicta.,45.0,31.0
319,63,1,CRIPTO,2025-01-15 17:34:39.000000,,2025-01-15 17:41:39,cancelado,,"Rambla María Cristina Rojas 93, Baleares, 18376, Buenos Aires, Argentina",-34.665465,-58.519198,4467.35,,,,
320,26,11,PESOS,2024-12-23 00:27:51.000000,2024-12-23 01:01:51,,completado,,"Calle Emigdio Pont 26 Apt. 01 , León, 35724, Buenos Aires, Argentina",-34.665465,-58.519198,7455.08,2.0,,34.0,6.0
321,7,15,PESOS,2024-12-27 23:56:31.000000,,2024-12-28 00:10:31,cancelado,,"Rambla Estefanía Lobo 522 Apt. 25 , Granada, 13454, Buenos Aires, Argentina",-34.665465,-58.519198,3835.32,,,,
322,327,18,PESOS,2025-01-14 00:09:46.000000,2025-01-14 01:13:46,,completado,,"Callejón de Ángela Roldan 9 Piso 4 , Albacete, 50352, Buenos Aires, Argentina",-34.665465,-58.519198,9918.18,2.0,,64.0,41.0
323,277,10,PESOS,2025-01-14 19:32:37.000000,,2025-01-14 19:39:37,cancelado,,"C. de Pía Fuente 222, Cantabria, 35450, Buenos Aires, Argentina",-34.665465,-58.519198,1416.14,,,,
324,270,20,PESOS,2025-01-06 01:20:18.000000,,2025-01-06 01:27:18,cancelado,,"Plaza de Dan Gracia 74, Teruel, 03527, Buenos Aires, Argentina",-34.665465,-58.519198,2641.9,,,,
325,268,1,PESOS,2025-01-01 07:00:50.000000,2025-01-01 07:44:50,,completado,,"Cañada Merche Canet 89 Apt. 20 , Tarragona, 12223, Buenos Aires, Argentina",-34.665465,-58.519198,4259.31,4.0,,44.0,34.0
326,444,10,PESOS,2025-01-17 10:32:27.000000,2025-01-17 11:10:27,,completado,,"C. de Encarnacion Molins 8 Puerta 1 , Salamanca, 37799, Buenos Aires, Argentina",-34.665465,-58.519198,3587.52,2.0,,38.0,23.0
327,33,19,CRIPTO,2025-01-07 09:03:24.000000,2025-01-07 09:49:24,,completado,,"Avenida de Aura Niño 9, Murcia, 43538, Buenos Aires, Argentina",-34.665465,-58.519198,6908.91,5.0,,46.0,31.0
328,292,20,PESOS,2025-01-07 06:03:09.000000,,2025-01-07 06:16:09,cancelado,,"Pasadizo Corona López 2 Puerta 7 , Cádiz, 23062, Buenos Aires, Argentina",-34.665465,-58.519198,3598.42,,,,
329,151,9,PESOS,2025-01-03 02:30:07.000000,,2025-01-03 02:44:07,cancelado,,"Plaza de Nélida Estévez 78, Madrid, 45490, Buenos Aires, Argentina",-34.665465,-58.519198,1076.95,,,,
330,77,4,PESOS,2025-01-06 08:27:02.000000,2025-01-06 09:08:02,,completado,,"Via José Antonio Esparza 33 Piso 7 , Sevilla, 49266, Buenos Aires, Argentina",-34.665465,-58.519198,11195.94,3.0,,41.0,17.0
331,412,8,PESOS,2025-01-14 13:18:10.000000,2025-01-14 14:23:10,,completado,,"Pasaje de Ulises Rosales 41 Piso 9 , Cuenca, 04608, Buenos Aires, Argentina",-34.665465,-58.519198,9150.69,2.0,,65.0,35.0
332,78,5,PESOS,2024-12-30 03:36:51.000000,2024-12-30 04:06:51,,completado,,"Pasadizo Aránzazu Benitez 33 Puerta 8 , Girona, 34085, Buenos Aires, Argentina",-34.665465,-58.519198,3250.73,4.0,,30.0,3.0
333,164,4,PESOS,2024-12-29 13:35:39.000000,,2024-12-29 13:49:39,cancelado,,"Plaza de Plinio Ocaña 57 Piso 1 , Ciudad, 14848, Buenos Aires, Argentina",-34.665465,-58.519198,3634.12,,,,
334,48,13,CRIPTO,2025-01-09 22:19:01.000000,2025-01-09 22:45:01,,completado,,"Cañada Marisa Carbó 49, Huelva, 40905, Buenos Aires, Argentina",-34.665465,-58.519198,6080.17,3.0,,26.0,-4.0
335,117,20,PESOS,2025-01-03 10:02:25.000000,,2025-01-03 10:09:25,cancelado,,"Urbanización Lara Leon 599, Zaragoza, 09075, Buenos Aires, Argentina",-34.665465,-58.519198,3598.42,,,,
336,293,10,CRIPTO,2025-01-15 20:08:59.000000,,2025-01-15 20:13:59,cancelado,,"Ronda Teo Feliu 60, Huesca, 19881, Buenos Aires, Argentina",-34.665465,-58.519198,2912.78,,,,
337,157,12,PESOS,2025-01-03 17:04:52.000000,,2025-01-03 17:15:52,cancelado,,"Callejón Anna Agustí 7 Apt. 33 , Almería, 39382, Buenos Aires, Argentina",-34.665465,-58.519198,6633.47,,,,
338,146,9,CRIPTO,2024-12-31 17:32:43.000000,,2024-12-31 17:45:43,cancelado,,"Paseo José María Gelabert 343 Piso 1 , La Rioja, 18438, Buenos Aires, Argentina",-34.665465,-58.519198,4204.22,,,,
339,252,10,PESOS,2024-12-30 07:09:20.000000,2024-12-30 07:40:20,,completado,,"C. José Ángel Juan 71, Sevilla, 50297, Buenos Aires, Argentina",-34.665465,-58.519198,4644.24,1.0,Ad quae consequuntur hic.,31.0,15.0
340,362,15,CRIPTO,2025-01-19 14:52:05.000000,2025-01-19 15:20:05,,completado,,"Glorieta de Brunilda Perelló 95, Cádiz, 24110, Buenos Aires, Argentina",-34.665465,-58.519198,4562.2,3.0,,28.0,15.0
341,259,19,PESOS,2024-12-25 23:42:33.000000,2024-12-26 00:45:33,,completado,,"Glorieta de Clímaco Anglada 66 Apt. 98 , León, 48837, Buenos Aires, Argentina",-34.665465,-58.519198,5223.23,2.0,Optio quod dignissimos.,63.0,40.0
342,187,17,PESOS,2024-12-23 01:28:41.000000,2024-12-23 02:10:41,,completado,,"Cañada de Carmela Villegas 79, Baleares, 13990, Buenos Aires, Argentina",-34.665465,-58.519198,8276.84,5.0,,42.0,23.0
343,348,2,PESOS,2025-01-12 19:43:02.000000,,2025-01-12 19:51:02,cancelado,,"Urbanización Demetrio Perera 40, Valladolid, 25626, Buenos Aires, Argentina",-34.665465,-58.519198,11898.47,,,,
344,460,9,CRIPTO,2024-12-28 02:06:16.000000,2024-12-28 02:53:16,,completado,,"Vial de Isabel Pastor 286, Cádiz, 34945, Buenos Aires, Argentina",-34.665465,-58.519198,2011.01,2.0,,47.0,24.0
345,375,4,PESOS,2024-12-26 10:13:43.000000,2024-12-26 11:38:43,,completado,,"Camino de Enrique Milla 4 Puerta 4 , Ciudad, 12550, Buenos Aires, Argentina",-34.665465,-58.519198,5514.4,1.0,,85.0,72.0
346,170,20,CRIPTO,2024-12-31 04:39:14.000000,2024-12-31 06:03:14,,completado,,"Glorieta de Pablo Cerezo 74, Segovia, 44917, Buenos Aires, Argentina",-34.665465,-58.519198,2228.54,4.0,Animi optio minus odio eveniet.,84.0,69.0
347,145,11,CRIPTO,2024-12-23 14:32:12.000000,2024-12-23 15:24:12,,completado,,"Pasadizo Brunilda Perea 6, Ávila, 24185, Buenos Aires, Argentina",-34.665465,-58.519198,3349.22,2.0,,52.0,42.0
348,234,4,CRIPTO,2025-01-12 10:09:18.000000,2025-01-12 11:24:18,,completado,,"Pasadizo de Iris Calleja 2 Puerta 7 , Alicante, 47161, Buenos Aires, Argentina",-34.665465,-58.519198,6701.54,3.0,Omnis illo ipsa aliquid odit deleniti aliquid incidunt.,75.0,55.0
349,337,11,PESOS,2025-01-03 16:37:57.000000,2025-01-03 17:47:57,,completado,,"Paseo de Clotilde Pi 719 Puerta 3 , Santa Cruz de Tenerife, 35148, Buenos Aires, Argentina",-34.665465,-58.519198,8205.15,5.0,,70.0,57.0
350,336,3,CRIPTO,2025-01-19 02:49:40.000000,2025-01-19 03:27:40,,completado,,"C. Evelia Flores 6 Apt. 99 , Castellón, 41819, Buenos Aires, Argentina",-34.665465,-58.519198,3887.34,1.0,,38.0,8.0
351,7,1,PESOS,2024-12-23 21:01:05.000000,2024-12-23 22:07:05,,completado,,"Rambla Estefanía Lobo 522 Apt. 25 , Granada, 13454, Buenos Aires, Argentina",-34.665465,-58.519198,9803.22,3.0,,66.0,40.0
352,329,20,PESOS,2025-01-09 05:54:02.000000,2025-01-09 07:09:02,,completado,,"Cañada de Toribio Calzada 6 Apt. 58 , Salamanca, 28271, Buenos Aires, Argentina",-34.665465,-58.519198,7516.4,5.0,Velit a delectus eum asperiores dolorem dignissimos.,75.0,45.0
353,222,3,PESOS,2025-01-10 11:17:36.000000,,2025-01-10 11:30:36,cancelado,,"Plaza de Graciela Andreu 78, Cáceres, 09178, Buenos Aires, Argentina",-34.665465,-58.519198,8624.28,,,,
354,141,10,CRIPTO,2024-12-29 17:03:42.000000,2024-12-29 18:09:42,,completado,,"C. de Cayetana Lozano 50 Piso 2 , Zaragoza, 51868, Buenos Aires, Argentina",-34.665465,-58.519198,6476.78,5.0,Labore explicabo numquam et eaque.,66.0,55.0
355,224,1,CRIPTO,2025-01-04 06:31:36.000000,2025-01-04 07:57:36,,completado,,"C. de Aurora Laguna 49, Las Palmas, 08298, Buenos Aires, Argentina",-34.665465,-58.519198,4010.27,3.0,,86.0,74.0
356,329,6,CRIPTO,2024-12-27 05:54:34.000000,2024-12-27 06:16:34,,completado,,"Cañada de Toribio Calzada 6 Apt. 58 , Salamanca, 28271, Buenos Aires, Argentina",-34.665465,-58.519198,2419.05,3.0,,22.0,-4.0
357,336,11,CRIPTO,2025-01-15 01:23:07.000000,2025-01-15 02:20:07,,completado,,"C. Evelia Flores 6 Apt. 99 , Castellón, 41819, Buenos Aires, Argentina",-34.665465,-58.519198,7900.16,2.0,,57.0,28.0
358,193,16,CRIPTO,2025-01-18 20:19:16.000000,,2025-01-18 20:33:16,cancelado,,"Paseo de Gloria Jordán 4 Apt. 20 , Santa Cruz de Tenerife, 40536, Buenos Aires, Argentina",-34.665465,-58.519198,7666.24,,,,
